Sourah Arabic,Sourah Number,Verse Number,Verse Diac,Verse,Label
سورة ص,38,47,وَإِنَّهُمۡ عِندَنَا لَمِنَ ٱلۡمُصۡطَفَيۡنَ ٱلۡأَخۡيَارِ,وانهم عندنا لمن المصطفين الاخيار,joy
سورة النمل,27,48,وَكَانَ فِي ٱلۡمَدِينَةِ تِسۡعَةُ رَهۡطٖ يُفۡسِدُونَ فِي ٱلۡأَرۡضِ وَلَا يُصۡلِحُونَ,وكان في المدينة تسعة رهط يفسدون في الارض ولا يصلحون,anger
سورة الشعراء,26,146,أَتُتۡرَكُونَ فِي مَا هَٰهُنَآ ءَامِنِينَ,اتتركون في ما هٰهنا ءامنين,sadness
سورة التوبة,9,2,فَسِيحُواْ فِي ٱلۡأَرۡضِ أَرۡبَعَةَ أَشۡهُرٖ وَٱعۡلَمُوٓاْ أَنَّكُمۡ غَيۡرُ مُعۡجِزِي ٱللَّهِ وَأَنَّ ٱللَّهَ مُخۡزِي ٱلۡكَٰفِرِينَ,فسيحوا في الارض اربعة اشهر واعلموا انكم غير معجزي الله وان الله مخزي الكٰفرين,anger
سورة الروم,30,22,وَمِنۡ ءَايَٰتِهِۦ خَلۡقُ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ وَٱخۡتِلَٰفُ أَلۡسِنَتِكُمۡ وَأَلۡوَٰنِكُمۡۚ إِنَّ فِي ذَٰلِكَ لَأٓيَٰتٖ لِّلۡعَٰلِمِينَ,ومن ءايٰته خلق السمٰوٰت والارض واختلٰف السنتكم والوٰنكم ان في ذٰلك لايٰت للعٰلمين,joy
سورة الصافات,37,97,قَالُواْ ٱبۡنُواْ لَهُۥ بُنۡيَٰنٗا فَأَلۡقُوهُ فِي ٱلۡجَحِيمِ,قالوا ابنوا له بنيٰنا فالقوه في الجحيم,fear
سورة القمر,54,10,فَدَعَا رَبَّهُۥٓ أَنِّي مَغۡلُوبٞ فَٱنتَصِرۡ,فدعا ربه اني مغلوب فانتصر,sadness
سورة ص,38,34,وَلَقَدۡ فَتَنَّا سُلَيۡمَٰنَ وَأَلۡقَيۡنَا عَلَىٰ كُرۡسِيِّهِۦ جَسَدٗا ثُمَّ أَنَابَ,ولقد فتنا سليمٰن والقينا علىٰ كرسيه جسدا ثم اناب,fear
سورة الشعراء,26,136,قَالُواْ سَوَآءٌ عَلَيۡنَآ أَوَعَظۡتَ أَمۡ لَمۡ تَكُن مِّنَ ٱلۡوَٰعِظِينَ,قالوا سواء علينا اوعظت ام لم تكن من الوٰعظين,anger
سورة الرعد,13,15,وَلِلَّهِۤ يَسۡجُدُۤ مَن فِي ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ طَوۡعٗا وَكَرۡهٗا وَظِلَٰلُهُم بِٱلۡغُدُوِّ وَٱلۡأٓصَالِ۩,ولله يسجد من في السمٰوٰت والارض طوعا وكرها وظلٰلهم بالغدو والاصال,joy
سورة غافر,40,18,وَأَنذِرۡهُمۡ يَوۡمَ ٱلۡأٓزِفَةِ إِذِ ٱلۡقُلُوبُ لَدَى ٱلۡحَنَاجِرِ كَٰظِمِينَۚ مَا لِلظَّٰلِمِينَ مِنۡ حَمِيمٖ وَلَا شَفِيعٖ يُطَاعُ,وانذرهم يوم الازفة اذ القلوب لدى الحناجر كٰظمين ما للظٰلمين من حميم ولا شفيع يطاع,fear
سورة البروج,85,2,وَٱلۡيَوۡمِ ٱلۡمَوۡعُودِ,واليوم الموعود,fear
سورة يس,36,58,سَلَٰمٞ قَوۡلٗا مِّن رَّبّٖ رَّحِيمٖ,سلٰم قولا من رب رحيم,joy
سورة الحج,22,69,ٱللَّهُ يَحۡكُمُ بَيۡنَكُمۡ يَوۡمَ ٱلۡقِيَٰمَةِ فِيمَا كُنتُمۡ فِيهِ تَخۡتَلِفُونَ,الله يحكم بينكم يوم القيٰمة فيما كنتم فيه تختلفون,fear
سورة الاعراف,7,83,فَأَنجَيۡنَٰهُ وَأَهۡلَهُۥٓ إِلَّا ٱمۡرَأَتَهُۥ كَانَتۡ مِنَ ٱلۡغَٰبِرِينَ,فانجينٰه واهله الا امراته كانت من الغٰبرين,fear
سورة البقرة,2,199,ثُمَّ أَفِيضُواْ مِنۡ حَيۡثُ أَفَاضَ ٱلنَّاسُ وَٱسۡتَغۡفِرُواْ ٱللَّهَۚ إِنَّ ٱللَّهَ غَفُورٞ رَّحِيمٞ,ثم افيضوا من حيث افاض الناس واستغفروا الله ان الله غفور رحيم,joy
سورة الصافات,37,55,فَٱطَّلَعَ فَرَءَاهُ فِي سَوَآءِ ٱلۡجَحِيمِ,فاطلع فرءاه في سواء الجحيم,fear
سورة الحج,22,76,يَعۡلَمُ مَا بَيۡنَ أَيۡدِيهِمۡ وَمَا خَلۡفَهُمۡۚ وَإِلَى ٱللَّهِ تُرۡجَعُ ٱلۡأُمُورُ,يعلم ما بين ايديهم وما خلفهم والى الله ترجع الامور,fear
سورة التغابن,64,8,فَـَٔامِنُواْ بِٱللَّهِ وَرَسُولِهِۦ وَٱلنُّورِ ٱلَّذِيٓ أَنزَلۡنَاۚ وَٱللَّهُ بِمَا تَعۡمَلُونَ خَبِيرٞ,فامنوا بالله ورسوله والنور الذي انزلنا والله بما تعملون خبير,joy
سورة الانشقاق,84,2,وَأَذِنَتۡ لِرَبِّهَا وَحُقَّتۡ,واذنت لربها وحقت,fear
سورة التكوير,81,12,وَإِذَا ٱلۡجَحِيمُ سُعِّرَتۡ,واذا الجحيم سعرت,fear
سورة الصافات,37,56,قَالَ تَٱللَّهِ إِن كِدتَّ لَتُرۡدِينِ,قال تالله ان كدت لتردين,sadness
سورة الواقعة,56,55,فَشَٰرِبُونَ شُرۡبَ ٱلۡهِيمِ,فشٰربون شرب الهيم,anger
سورة الواقعة,56,30,وَظِلّٖ مَّمۡدُودٖ,وظل ممدود,joy
سورة هود,11,33,قَالَ إِنَّمَا يَأۡتِيكُم بِهِ ٱللَّهُ إِن شَآءَ وَمَآ أَنتُم بِمُعۡجِزِينَ,قال انما ياتيكم به الله ان شاء وما انتم بمعجزين,fear
سورة الاسراء,17,22,لَّا تَجۡعَلۡ مَعَ ٱللَّهِ إِلَٰهًا ءَاخَرَ فَتَقۡعُدَ مَذۡمُومٗا مَّخۡذُولٗا,لا تجعل مع الله الٰها ءاخر فتقعد مذموما مخذولا,anger
سورة الروم,30,57,فَيَوۡمَئِذٖ لَّا يَنفَعُ ٱلَّذِينَ ظَلَمُواْ مَعۡذِرَتُهُمۡ وَلَا هُمۡ يُسۡتَعۡتَبُونَ,فيومئذ لا ينفع الذين ظلموا معذرتهم ولا هم يستعتبون,anger
سورة الملك,67,2,ٱلَّذِي خَلَقَ ٱلۡمَوۡتَ وَٱلۡحَيَوٰةَ لِيَبۡلُوَكُمۡ أَيُّكُمۡ أَحۡسَنُ عَمَلٗاۚ وَهُوَ ٱلۡعَزِيزُ ٱلۡغَفُورُ,الذي خلق الموت والحيوٰة ليبلوكم ايكم احسن عملا وهو العزيز الغفور,fear
سورة يس,36,5,تَنزِيلَ ٱلۡعَزِيزِ ٱلرَّحِيمِ,تنزيل العزيز الرحيم,joy
سورة التكاثر,102,8,ثُمَّ لَتُسۡـَٔلُنَّ يَوۡمَئِذٍ عَنِ ٱلنَّعِيمِ,ثم لتسلن يومئذ عن النعيم,fear
سورة الجاثية,45,15,مَنۡ عَمِلَ صَٰلِحٗا فَلِنَفۡسِهِۦۖ وَمَنۡ أَسَآءَ فَعَلَيۡهَاۖ ثُمَّ إِلَىٰ رَبِّكُمۡ تُرۡجَعُونَ,من عمل صٰلحا فلنفسه ومن اساء فعليها ثم الىٰ ربكم ترجعون,fear
سورة الطارق,86,17,فَمَهِّلِ ٱلۡكَٰفِرِينَ أَمۡهِلۡهُمۡ رُوَيۡدَۢا,فمهل الكٰفرين امهلهم رويدا,anger
سورة الحاقة,69,19,فَأَمَّا مَنۡ أُوتِيَ كِتَٰبَهُۥ بِيَمِينِهِۦ فَيَقُولُ هَآؤُمُ ٱقۡرَءُواْ كِتَٰبِيَهۡ,فاما من اوتي كتٰبه بيمينه فيقول هاؤم اقرءوا كتٰبيه,joy
سورة الاحزاب,33,57,إِنَّ ٱلَّذِينَ يُؤۡذُونَ ٱللَّهَ وَرَسُولَهُۥ لَعَنَهُمُ ٱللَّهُ فِي ٱلدُّنۡيَا وَٱلۡأٓخِرَةِ وَأَعَدَّ لَهُمۡ عَذَابٗا مُّهِينٗا,ان الذين يؤذون الله ورسوله لعنهم الله في الدنيا والاخرة واعد لهم عذابا مهينا,anger
سورة العنكبوت,29,11,وَلَيَعۡلَمَنَّ ٱللَّهُ ٱلَّذِينَ ءَامَنُواْ وَلَيَعۡلَمَنَّ ٱلۡمُنَٰفِقِينَ,وليعلمن الله الذين ءامنوا وليعلمن المنٰفقين,sadness
سورة الرحمٰن,55,66,فِيهِمَا عَيۡنَانِ نَضَّاخَتَانِ,فيهما عينان نضاختان,joy
سورة الاعراف,7,68,أُبَلِّغُكُمۡ رِسَٰلَٰتِ رَبِّي وَأَنَا۠ لَكُمۡ نَاصِحٌ أَمِينٌ,ابلغكم رسٰلٰت ربي وانا لكم ناصح امين,sadness
سورة الحجر,15,31,إِلَّآ إِبۡلِيسَ أَبَىٰٓ أَن يَكُونَ مَعَ ٱلسَّٰجِدِينَ,الا ابليس ابىٰ ان يكون مع السٰجدين,anger
سورة هود,11,120,وَكُلّٗا نَّقُصُّ عَلَيۡكَ مِنۡ أَنۢبَآءِ ٱلرُّسُلِ مَا نُثَبِّتُ بِهِۦ فُؤَادَكَۚ وَجَآءَكَ فِي هَٰذِهِ ٱلۡحَقُّ وَمَوۡعِظَةٞ وَذِكۡرَىٰ لِلۡمُؤۡمِنِينَ,وكلا نقص عليك من انباء الرسل ما نثبت به فؤادك وجاءك في هٰذه الحق وموعظة وذكرىٰ للمؤمنين,joy
سورة الحجر,15,99,وَٱعۡبُدۡ رَبَّكَ حَتَّىٰ يَأۡتِيَكَ ٱلۡيَقِينُ,واعبد ربك حتىٰ ياتيك اليقين,sadness
سورة النمل,27,14,وَجَحَدُواْ بِهَا وَٱسۡتَيۡقَنَتۡهَآ أَنفُسُهُمۡ ظُلۡمٗا وَعُلُوّٗاۚ فَٱنظُرۡ كَيۡفَ كَانَ عَٰقِبَةُ ٱلۡمُفۡسِدِينَ,وجحدوا بها واستيقنتها انفسهم ظلما وعلوا فانظر كيف كان عٰقبة المفسدين,anger
سورة الليل,92,21,وَلَسَوۡفَ يَرۡضَىٰ,ولسوف يرضىٰ,joy
سورة القيامة,75,29,وَٱلۡتَفَّتِ ٱلسَّاقُ بِٱلسَّاقِ,والتفت الساق بالساق,fear
سورة القمر,54,3,وَكَذَّبُواْ وَٱتَّبَعُوٓاْ أَهۡوَآءَهُمۡۚ وَكُلُّ أَمۡرٖ مُّسۡتَقِرّٞ,وكذبوا واتبعوا اهواءهم وكل امر مستقر,sadness
سورة السجدة,32,17,فَلَا تَعۡلَمُ نَفۡسٞ مَّآ أُخۡفِيَ لَهُم مِّن قُرَّةِ أَعۡيُنٖ جَزَآءَۢ بِمَا كَانُواْ يَعۡمَلُونَ,فلا تعلم نفس ما اخفي لهم من قرة اعين جزاء بما كانوا يعملون,joy
سورة الطور,52,24,۞وَيَطُوفُ عَلَيۡهِمۡ غِلۡمَانٞ لَّهُمۡ كَأَنَّهُمۡ لُؤۡلُؤٞ مَّكۡنُونٞ,ويطوف عليهم غلمان لهم كانهم لؤلؤ مكنون,joy
سورة النازعات,79,8,قُلُوبٞ يَوۡمَئِذٖ وَاجِفَةٌ,قلوب يومئذ واجفة,fear
سورة محمد,47,29,أَمۡ حَسِبَ ٱلَّذِينَ فِي قُلُوبِهِم مَّرَضٌ أَن لَّن يُخۡرِجَ ٱللَّهُ أَضۡغَٰنَهُمۡ,ام حسب الذين في قلوبهم مرض ان لن يخرج الله اضغٰنهم,fear
سورة الطور,52,25,وَأَقۡبَلَ بَعۡضُهُمۡ عَلَىٰ بَعۡضٖ يَتَسَآءَلُونَ,واقبل بعضهم علىٰ بعض يتساءلون,fear
سورة الحاقة,69,48,وَإِنَّهُۥ لَتَذۡكِرَةٞ لِّلۡمُتَّقِينَ,وانه لتذكرة للمتقين,joy
سورة سبا,34,51,وَلَوۡ تَرَىٰٓ إِذۡ فَزِعُواْ فَلَا فَوۡتَ وَأُخِذُواْ مِن مَّكَانٖ قَرِيبٖ,ولو ترىٰ اذ فزعوا فلا فوت واخذوا من مكان قريب,fear
سورة الفرقان,25,11,بَلۡ كَذَّبُواْ بِٱلسَّاعَةِۖ وَأَعۡتَدۡنَا لِمَن كَذَّبَ بِٱلسَّاعَةِ سَعِيرًا,بل كذبوا بالساعة واعتدنا لمن كذب بالساعة سعيرا,fear
سورة المرسلات,77,31,لَّا ظَلِيلٖ وَلَا يُغۡنِي مِنَ ٱللَّهَبِ,لا ظليل ولا يغني من اللهب,fear
سورة الصافات,37,90,فَتَوَلَّوۡاْ عَنۡهُ مُدۡبِرِينَ,فتولوا عنه مدبرين,sadness
سورة القمر,54,1,ٱقۡتَرَبَتِ ٱلسَّاعَةُ وَٱنشَقَّ ٱلۡقَمَرُ,اقتربت الساعة وانشق القمر,anger
سورة الذاريات,51,28,فَأَوۡجَسَ مِنۡهُمۡ خِيفَةٗۖ قَالُواْ لَا تَخَفۡۖ وَبَشَّرُوهُ بِغُلَٰمٍ عَلِيمٖ,فاوجس منهم خيفة قالوا لا تخف وبشروه بغلٰم عليم,joy
سورة الشعراء,26,109,وَمَآ أَسۡـَٔلُكُمۡ عَلَيۡهِ مِنۡ أَجۡرٍۖ إِنۡ أَجۡرِيَ إِلَّا عَلَىٰ رَبِّ ٱلۡعَٰلَمِينَ,وما اسلكم عليه من اجر ان اجري الا علىٰ رب العٰلمين,sadness
سورة المؤمنون,23,12,وَلَقَدۡ خَلَقۡنَا ٱلۡإِنسَٰنَ مِن سُلَٰلَةٖ مِّن طِينٖ,ولقد خلقنا الانسٰن من سلٰلة من طين,fear
سورة الفرقان,25,64,وَٱلَّذِينَ يَبِيتُونَ لِرَبِّهِمۡ سُجَّدٗا وَقِيَٰمٗا,والذين يبيتون لربهم سجدا وقيٰما,joy
سورة المائدة,5,103,مَا جَعَلَ ٱللَّهُ مِنۢ بَحِيرَةٖ وَلَا سَآئِبَةٖ وَلَا وَصِيلَةٖ وَلَا حَامٖ وَلَٰكِنَّ ٱلَّذِينَ كَفَرُواْ يَفۡتَرُونَ عَلَى ٱللَّهِ ٱلۡكَذِبَۖ وَأَكۡثَرُهُمۡ لَا يَعۡقِلُونَ,ما جعل الله من بحيرة ولا سائبة ولا وصيلة ولا حام ولٰكن الذين كفروا يفترون على الله الكذب واكثرهم لا يعقلون,anger
سورة الصافات,37,157,فَأۡتُواْ بِكِتَٰبِكُمۡ إِن كُنتُمۡ صَٰدِقِينَ,فاتوا بكتٰبكم ان كنتم صٰدقين,anger
سورة الذاريات,51,40,فَأَخَذۡنَٰهُ وَجُنُودَهُۥ فَنَبَذۡنَٰهُمۡ فِي ٱلۡيَمِّ وَهُوَ مُلِيمٞ,فاخذنٰه وجنوده فنبذنٰهم في اليم وهو مليم,anger
سورة الانبياء,21,94,فَمَن يَعۡمَلۡ مِنَ ٱلصَّٰلِحَٰتِ وَهُوَ مُؤۡمِنٞ فَلَا كُفۡرَانَ لِسَعۡيِهِۦ وَإِنَّا لَهُۥ كَٰتِبُونَ,فمن يعمل من الصٰلحٰت وهو مؤمن فلا كفران لسعيه وانا له كٰتبون,joy
سورة النحل,16,98,فَإِذَا قَرَأۡتَ ٱلۡقُرۡءَانَ فَٱسۡتَعِذۡ بِٱللَّهِ مِنَ ٱلشَّيۡطَٰنِ ٱلرَّجِيمِ,فاذا قرات القرءان فاستعذ بالله من الشيطٰن الرجيم,fear
سورة النازعات,79,1,وَٱلنَّٰزِعَٰتِ غَرۡقٗا,والنٰزعٰت غرقا,fear
سورة سبا,34,4,لِّيَجۡزِيَ ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِۚ أُوْلَٰٓئِكَ لَهُم مَّغۡفِرَةٞ وَرِزۡقٞ كَرِيمٞ,ليجزي الذين ءامنوا وعملوا الصٰلحٰت اولٰئك لهم مغفرة ورزق كريم,joy
سورة البلد,90,10,وَهَدَيۡنَٰهُ ٱلنَّجۡدَيۡنِ,وهدينٰه النجدين,fear
سورة يونس,10,41,وَإِن كَذَّبُوكَ فَقُل لِّي عَمَلِي وَلَكُمۡ عَمَلُكُمۡۖ أَنتُم بَرِيٓـُٔونَ مِمَّآ أَعۡمَلُ وَأَنَا۠ بَرِيٓءٞ مِّمَّا تَعۡمَلُونَ,وان كذبوك فقل لي عملي ولكم عملكم انتم بريون مما اعمل وانا بريء مما تعملون,anger
سورة النحل,16,5,وَٱلۡأَنۡعَٰمَ خَلَقَهَاۖ لَكُمۡ فِيهَا دِفۡءٞ وَمَنَٰفِعُ وَمِنۡهَا تَأۡكُلُونَ,والانعٰم خلقها لكم فيها دفء ومنٰفع ومنها تاكلون,joy
سورة الرعد,13,32,وَلَقَدِ ٱسۡتُهۡزِئَ بِرُسُلٖ مِّن قَبۡلِكَ فَأَمۡلَيۡتُ لِلَّذِينَ كَفَرُواْ ثُمَّ أَخَذۡتُهُمۡۖ فَكَيۡفَ كَانَ عِقَابِ,ولقد استهزئ برسل من قبلك فامليت للذين كفروا ثم اخذتهم فكيف كان عقاب,anger
سورة الاحزاب,33,21,لَّقَدۡ كَانَ لَكُمۡ فِي رَسُولِ ٱللَّهِ أُسۡوَةٌ حَسَنَةٞ لِّمَن كَانَ يَرۡجُواْ ٱللَّهَ وَٱلۡيَوۡمَ ٱلۡأٓخِرَ وَذَكَرَ ٱللَّهَ كَثِيرٗا,لقد كان لكم في رسول الله اسوة حسنة لمن كان يرجوا الله واليوم الاخر وذكر الله كثيرا,joy
